48.315,0.104,0.713,0.000,1,2473,1
264.000,0.144,0.600,0.000,2,2473,2
284.981,-1.000,0.219,0.000,2,1644,2
304.982,0.108,0.477,0.000,3,2473,3
316.998,0.118,0.453,0.000,4,2473,4
390.972,0.107,0.503,0.000,5,2473,5
523.987,0.107,0.448,0.000,6,2473,6
548.990,-1.000,0.220,0.000,6,1644,6
564.976,0.116,0.451,0.000,7,2473,7
586.979,0.107,0.448,0.000,8,2473,8
637.977,0.106,0.475,0.000,9,2473,9
792.972,-1.000,0.221,0.000,9,2320,5
797.952,0.105,0.476,0.000,10,2473,10
814.970,-1.000,0.222,0.000,11,1644,5
814.970,0.113,0.443,0.000,11,2473,11
816.951,-1.000,0.218,0.000,11,1644,8
930.933,-1.000,5.380,0.058,11,5763,5
954.949,0.107,0.506,0.000,12,2473,12
965.940,-1.000,0.219,0.000,12,2320,9
996.944,0.106,0.450,0.000,13,2473,13
1013.933,0.107,0.446,0.000,14,2473,14
1027.945,0.107,0.447,0.000,15,2473,15
1034.953,0.106,0.446,0.000,16,2473,16
1043.942,-1.000,0.219,0.000,16,2320,1
1108.947,0.106,0.534,0.000,17,2473,17
1133.928,0.111,0.534,0.000,18,2473,18
1137.924,0.107,0.445,0.000,19,2473,19
1146.921,-1.000,0.220,0.000,19,1938,9
1153.943,-1.000,0.219,0.000,19,1644,1
1162.923,-1.000,0.224,0.000,19,1644,11
1292.920,-1.000,5.769,0.000,19,703,9
1500.920,-1.000,0.257,0.000,19,2320,3
1508.894,-1.000,4.816,0.352,19,10112,6
1514.910,-1.000,0.249,0.000,19,1644,13
1531.889,-1.000,1.596,0.000,19,2653,9
1547.894,0.119,0.536,0.000,20,2473,20
1564.890,-1.000,0.219,0.000,20,2320,20
1589.895,-1.000,0.249,0.000,20,1644,6
1638.906,-1.000,0.220,0.000,20,1938,2
1640.909,-1.000,0.226,0.000,20,1644,2
1661.900,-1.000,0.226,0.000,20,1644,17
1681.905,-1.000,0.228,0.000,20,1644,15
1727.883,0.108,0.506,0.000,21,2473,21
1736.903,-1.000,5.169,0.152,21,5763,11
1766.876,-1.000,0.254,0.000,21,1644,18
1830.888,-1.000,8.942,0.340,21,10112,1
1832.873,-1.000,8.036,0.119,21,5763,13
1852.894,-1.000,0.251,0.000,21,1644,12
1855.874,0.111,0.535,0.000,22,2473,22
1887.876,-1.000,0.220,0.000,22,1644,4
1915.881,-1.000,0.219,0.000,22,1923,20
1937.861,-1.000,1.891,0.000,22,703,9
1964.874,-1.000,0.249,0.000,22,1923,11
1979.884,0.106,0.477,0.000,23,2473,23
2057.871,0.136,0.537,0.000,24,2473,24
2060.860,-1.000,0.220,0.000,24,1644,7
2074.866,-1.000,0.219,0.000,24,1938,6
2130.852,-1.000,1.704,0.103,24,6083,1
2132.855,-1.000,0.250,0.000,24,2473,20
2197.844,0.115,0.507,0.000,25,2473,25
2221.840,0.107,0.456,0.000,26,2473,26
2227.868,-1.000,0.219,0.000,26,1644,6
2235.864,0.107,0.446,0.000,27,2473,27
2254.852,-1.000,0.221,0.000,27,1644,19
2289.855,0.106,0.486,0.000,28,2473,28
2312.846,0.114,0.449,0.000,29,2473,29
2334.839,-1.000,1.592,0.000,29,2655,9
2445.839,-1.000,0.257,0.000,29,1644,11
2486.833,-1.000,0.220,0.000,29,1644,3
2501.821,0.113,0.485,0.000,30,2473,30
2547.843,-1.000,1.292,0.000,30,1659,9
2655.811,0.107,0.477,0.000,31,2473,31
2690.811,0.108,0.446,0.000,32,2473,32
2693.805,-1.000,0.219,0.000,32,2473,13
2699.825,0.113,1.163,0.000,33,2473,33
2699.825,-1.000,1.993,0.000,33,1596,1
2723.818,-1.000,0.250,0.000,33,1644,5
2774.827,-1.000,1.814,0.000,33,1644,27
2774.827,-1.000,5.276,0.120,33,5763,17
2791.798,-1.000,0.288,0.000,33,2320,22
2794.826,-1.000,0.219,0.000,33,1644,29
2798.810,-1.000,0.219,0.000,33,1644,32
2810.806,-1.000,5.118,0.053,33,5763,32
2827.818,-1.000,5.026,0.150,33,5763,7
2893.806,-1.000,0.249,0.000,33,1644,26
2912.812,-1.000,0.220,0.000,33,1938,15
2926.790,-1.000,1.325,0.000,33,311,9
2934.791,0.121,0.550,0.000,35,2473,34
2934.791,0.166,0.861,0.000,35,2473,35
2937.804,-1.000,0.218,0.000,35,1644,34
2950.789,-1.000,1.806,0.000,35,703,9
3051.782,-1.000,5.115,0.124,35,5763,29
3080.779,-1.000,5.803,0.000,35,1754,32
3091.795,-1.000,0.262,0.000,35,2473,7
3091.795,-1.000,1.607,0.118,35,5763,11
3105.794,-1.000,5.140,0.120,35,5763,4
3135.782,0.140,0.569,0.000,36,2473,36
3176.783,0.106,0.447,0.000,37,2473,37
3211.790,-1.000,0.258,0.000,37,1644,10
3223.779,-1.000,0.220,0.000,37,1644,28
3252.780,-1.000,0.220,0.000,37,1644,35
3253.773,0.106,0.477,0.000,38,2473,38
3279.772,0.107,0.446,0.000,39,2473,39
3281.782,-1.000,5.766,0.000,39,1762,4
3304.787,0.106,0.534,0.000,40,2473,40
3328.787,-1.000,0.223,0.000,40,1644,7
3357.769,-1.000,0.219,0.000,40,1938,2
3363.781,0.110,0.448,0.000,41,2473,41
3398.763,-1.000,0.221,0.000,41,1644,36
3421.773,0.108,0.457,0.000,42,2473,42
3428.761,-1.000,0.219,0.000,42,1644,39
3443.771,-1.000,0.218,0.000,42,1644,2
3481.762,-1.000,1.476,0.000,42,5763,7
3490.774,-1.000,0.249,0.000,42,1644,31
3505.773,-1.000,0.221,0.000,42,2320,23
3509.770,-1.000,0.220,0.000,42,1644,16
3544.749,-1.000,0.220,0.000,42,1938,27
3545.770,-1.000,0.219,0.000,42,1644,40
3558.756,-1.000,0.219,0.000,42,2473,11
3573.741,-1.000,5.025,0.055,42,5763,39
3568.747,-1.000,4.855,5.264,42,10112,2
3580.757,-1.000,0.250,0.000,42,1644,17
3595.741,-1.000,0.221,0.000,42,1644,33
3670.735,-1.000,0.219,0.000,42,2320,42
3677.745,-1.000,0.221,0.000,42,1644,41
3679.744,-1.000,0.218,0.000,42,1938,16
3683.745,-1.000,0.189,0.000,42,1644,16
3688.737,-1.000,0.219,0.000,42,1644,22
3761.750,-1.000,0.219,0.000,42,1938,22
3770.751,-1.000,1.333,0.171,42,10112,6
3772.751,-1.000,0.248,0.000,42,2473,4
3783.734,-1.000,0.220,0.000,42,1644,42
3814.731,-1.000,1.301,0.151,42,10112,5
3820.734,-1.000,1.119,0.000,42,2320,38
3817.729,-1.000,7.423,0.302,42,10112,8
3815.724,-1.000,10.497,0.119,42,5763,18
3852.745,-1.000,0.250,0.000,42,1938,34
3858.734,0.113,0.535,0.000,43,2473,43
3862.722,-1.000,5.033,0.120,43,5763,19
3890.739,0.107,0.510,0.000,44,2473,44
3893.742,-1.000,0.251,0.000,44,1644,32
3907.734,-1.000,0.220,0.000,44,1644,24
3937.719,-1.000,4.769,0.336,44,10112,3
3972.741,-1.000,0.249,0.000,44,1644,25
3990.728,-1.000,0.251,0.000,44,1644,21
3997.723,-1.000,0.220,0.000,44,1644,7
4014.713,-1.000,0.220,0.000,44,2320,14
4035.726,-1.000,0.219,0.000,44,1644,43
4040.733,-1.000,0.218,0.000,44,1644,22
4084.730,-1.000,5.440,0.157,44,5763,33
4149.729,-1.000,1.625,0.093,44,6083,8
4154.721,-1.000,0.249,0.000,44,1938,32
4162.724,-1.000,0.219,0.000,44,1644,8
4164.725,-1.000,5.072,0.151,44,5763,16
4185.707,-1.000,1.440,0.124,44,6083,3
4210.696,-1.000,4.793,0.301,44,10112,41
4227.722,-1.000,5.198,0.000,44,1644,16
4227.722,-1.000,5.047,0.208,44,5763,25
4259.710,0.112,0.536,0.000,45,2473,45
4295.711,-1.000,0.220,0.000,45,2473,32
4313.711,-1.000,0.220,0.000,45,1644,4
4327.696,-1.000,0.224,0.000,45,1644,27
4346.689,-1.000,5.060,0.120,45,5763,43
4352.697,-1.000,0.250,0.000,45,1644,13
4375.684,-1.000,0.220,0.000,45,1644,39
4383.706,-1.000,5.120,0.149,45,5763,22
4389.705,0.111,0.535,0.000,46,2473,46
4419.707,0.107,0.448,0.000,47,2473,47
4431.703,-1.000,0.221,0.000,47,1644,37
4432.704,-1.000,0.220,0.000,47,1644,30
4438.693,-1.000,0.219,0.000,47,1644,45
4447.682,-1.000,0.220,0.000,47,1644,32
4449.684,-1.000,4.868,0.338,47,10112,40
4482.704,-1.000,0.250,0.000,47,2473,1
4506.682,-1.000,0.219,0.000,47,1644,46
4510.679,0.108,0.507,0.000,48,2473,48
4511.677,-1.000,0.219,0.000,48,1644,34
4518.686,-1.000,0.220,0.000,48,1644,47
4534.688,-1.000,5.042,0.149,48,5763,12
4582.669,-1.000,0.249,0.000,48,1644,15
4588.685,-1.000,0.219,0.000,48,1644,29
4620.680,-1.000,1.448,0.120,48,5763,16
4635.668,-1.000,1.533,0.053,48,5763,32
4631.687,-1.000,6.266,0.149,48,5763,27
4668.691,-1.000,5.026,0.000,48,5763,47
4687.684,-1.000,5.028,0.150,48,5763,21
4696.663,-1.000,4.764,0.329,48,10112,46
4705.680,-1.000,4.992,0.150,48,5763,45
4739.686,-1.000,4.758,0.300,48,10112,31
4754.679,-1.000,0.255,0.000,48,2320,1
4754.679,-1.000,1.506,0.149,48,5763,39
4761.656,-1.000,0.250,0.000,48,1644,38
4786.675,0.115,0.537,0.000,49,2473,49
4804.674,-1.000,0.220,0.000,49,1923,39
4806.681,-1.000,1.382,0.119,49,5763,4
4844.674,-1.000,4.754,0.295,49,10112,34
4850.667,-1.000,5.593,0.000,49,1760,32
4871.654,-1.000,0.251,0.000,49,1644,20
4875.657,-1.000,0.220,0.000,49,2473,12
4880.653,-1.000,0.219,0.000,49,1644,1
4929.659,-1.000,0.219,0.000,49,1938,38
4931.657,-1.000,1.449,0.095,49,6083,5
4995.651,0.111,0.537,0.000,50,2473,50
5005.653,-1.000,1.410,0.123,50,6083,6
5047.652,-1.000,0.219,0.000,50,1644,50
5063.656,-1.000,0.219,0.000,50,1644,12
5108.639,0.137,0.595,0.000,51,2473,51
5109.636,-1.000,0.249,0.000,51,1938,36
5126.634,-1.000,0.279,0.000,51,1938,50
5129.646,-1.000,0.249,0.000,51,1938,17
5147.628,-1.000,5.827,0.000,51,1596,6
5180.635,-1.000,0.250,0.000,51,1644,44
5196.628,-1.000,1.899,0.000,51,1644,51
5196.628,-1.000,5.429,0.150,51,5763,30
5225.638,0.107,0.536,0.000,52,2473,52
5247.626,-1.000,0.261,0.000,52,1644,4
5277.640,-1.000,0.220,0.000,52,1644,23
